,0,Synonym %,Model ID,loss,acc,f1,precision,recall,mcc,auc,runtime,samples_per_second,steps_per_second,epoch
30,eraser_movie_10_synonym_10_18,10,18,1.43646240234375,0.5416666666666666,0.08333333333333333,1.0,0.043478260869565216,0.15207476616811838,0.8354347826086954,2.0647,96.869,6.296,3.0
90,eraser_movie_10_synonym_10_19,10,19,1.2956541776657104,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7060869565217391,2.0377,98.149,6.38,3.0
71,eraser_movie_10_synonym_20_0,20,0,1.3042863607406616,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7793478260869565,2.0429,97.902,6.364,3.0
84,eraser_movie_10_synonym_20_1,20,1,1.5869112014770508,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7251086956521738,2.0569,97.235,6.32,3.0
73,eraser_movie_10_synonym_20_2,20,2,1.3340545892715454,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7421739130434784,2.0651,96.847,6.295,3.0
28,eraser_movie_10_synonym_20_3,20,3,1.6596843004226685,0.546875,0.10309278350515463,1.0,0.05434782608695652,0.17047876290802483,0.7175,2.0626,96.964,6.303,3.0
52,eraser_movie_10_synonym_20_4,20,4,1.4066524505615234,0.5416666666666666,0.1020408163265306,0.8333333333333334,0.05434782608695652,0.1273310006664335,0.7568478260869566,2.0411,97.985,6.369,3.0
22,eraser_movie_10_synonym_20_5,20,5,1.2537928819656372,0.546875,0.12121212121212122,0.8571428571428571,0.06521739130434782,0.14717529480078453,0.6864130434782609,2.0443,97.833,6.359,3.0
68,eraser_movie_10_synonym_20_6,20,6,1.5585708618164062,0.5416666666666666,0.08333333333333333,1.0,0.043478260869565216,0.15207476616811838,0.8491304347826086,2.0466,97.725,6.352,3.0
50,eraser_movie_10_synonym_20_7,20,7,1.1437891721725464,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.7528260869565218,2.0597,97.102,6.312,3.0
80,eraser_movie_10_synonym_20_8,20,8,1.3042863607406616,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7793478260869565,2.0409,97.995,6.37,3.0
36,eraser_movie_10_synonym_20_9,20,9,1.5869112014770508,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7251086956521738,2.0516,97.485,6.337,3.0
17,eraser_movie_10_synonym_20_10,20,10,1.3340545892715454,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7421739130434784,2.0472,97.695,6.35,3.0
51,eraser_movie_10_synonym_20_11,20,11,1.6596843004226685,0.546875,0.10309278350515463,1.0,0.05434782608695652,0.17047876290802483,0.7175,2.039,98.085,6.376,3.0
41,eraser_movie_10_synonym_20_12,20,12,1.4066524505615234,0.5416666666666666,0.1020408163265306,0.8333333333333334,0.05434782608695652,0.1273310006664335,0.7568478260869566,2.0612,97.029,6.307,3.0
13,eraser_movie_10_synonym_20_13,20,13,1.2537928819656372,0.546875,0.12121212121212122,0.8571428571428571,0.06521739130434782,0.14717529480078453,0.6864130434782609,2.0416,97.96,6.367,3.0
18,eraser_movie_10_synonym_20_14,20,14,1.5585708618164062,0.5416666666666666,0.08333333333333333,1.0,0.043478260869565216,0.15207476616811838,0.8491304347826086,2.0526,97.439,6.334,3.0
39,eraser_movie_10_synonym_20_15,20,15,1.1437891721725464,0.5364583333333334,0.06315789473684211,1.0,0.03260869565217391,0.13135173437318343,0.7528260869565218,2.0385,98.109,6.377,3.0
72,eraser_movie_10_synonym_20_16,20,16,1.3042863607406616,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7793478260869565,2.0343,98.316,6.391,3.0
40,eraser_movie_10_synonym_20_17,20,17,1.5869112014770508,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7251086956521738,2.0387,98.1,6.377,3.0
47,eraser_movie_10_synonym_20_18,20,18,1.3340545892715454,0.53125,0.042553191489361694,1.0,0.021739130434782608,0.10696563746013953,0.7421739130434784,2.0473,97.69,6.35,3.0
1,eraser_movie_10_synonym_20_19,20,19,1.6596843004226685,0.546875,0.10309278350515463,1.0,0.05434782608695652,0.17047876290802483,0.7175,2.0647,96.864,6.296,3.0
