,Unnamed: 0,Balancing method,Imbalance %,Model name,Model ID,acc,f1,precision,recall,mcc,auc,spearman,spearman_pval
106,107,Synonym replacement,50,SVM,2,0.785,0.7393939393939394,0.9384615384615383,0.61,0.6084869844593311,0.9226,0.996965091635306,3.698093220209433e-10
107,87,Translation,50,SVM,2,0.785,0.7624309392265193,0.8518518518518519,0.69,0.5805757147845338,0.9046,0.9817255676437576,4.773070226572784e-07
108,71,imbalanced,50,SVM,2,0.81,0.7912087912087912,0.8780487804878049,0.72,0.6302948515057396,0.9145,0.9725179925282852,2.414220529804286e-06
109,34,Contextual_word_embedding,50,SVM,3,0.8,0.7701149425287356,0.9054054054054054,0.67,0.6213697660012001,0.9073,0.9726488698881034,2.3689349006384747e-06
110,119,LLama,50,SVM,3,0.82,0.8021978021978022,0.8902439024390244,0.73,0.6506269434897958,0.9223,0.9908673886137244,3.010166323417494e-08
111,91,LLama_complex,50,SVM,3,0.825,0.8108108108108107,0.8823529411764706,0.75,0.6574382586514257,0.9186,0.9695302189773756,3.634851475785749e-06
112,101,ROS,50,SVM,3,0.785,0.7485380116959065,0.9014084507042254,0.64,0.5955947023434208,0.9082,0.9726488698881034,2.3689349006384747e-06
113,37,Spelling_mistake,50,SVM,3,0.785,0.7514450867052024,0.8904109589041096,0.65,0.5919861758538912,0.9106,0.9726488698881034,2.3689349006384747e-06
114,36,Summarization,50,SVM,3,0.765,0.7459459459459459,0.8117647058823529,0.69,0.536065041669624,0.8748,0.9817255676437576,4.773070226572784e-07
115,126,Synonym replacement,50,SVM,3,0.785,0.7514450867052024,0.8904109589041096,0.65,0.5919861758538912,0.90935,0.960490759014502,1.0163235882999593e-05
116,9,Translation,50,SVM,3,0.77,0.75,0.8214285714285714,0.69,0.5470476064693478,0.88825,0.9601136296387952,1.0552026892687651e-05
117,78,imbalanced,50,SVM,3,0.825,0.8108108108108107,0.8823529411764706,0.75,0.6574382586514257,0.9124,0.996965091635306,3.698093220209433e-10
118,100,Contextual_word_embedding,50,SVM,4,0.795,0.7453416149068324,0.9836065573770492,0.6,0.6407368384840914,0.9078,0.9354953314429288,7.003621682809512e-05
119,55,LLama,50,SVM,4,0.82,0.7999999999999999,0.9,0.72,0.6531972647421809,0.9159,0.9755335594323594,1.5221342547933937e-06
120,80,LLama_complex,50,SVM,4,0.825,0.8066298342541436,0.9012345679012346,0.73,0.662060025631486,0.916,0.9847319278346618,2.3341863207874457e-07
121,43,ROS,50,SVM,4,0.81,0.7654320987654321,1.0,0.62,0.6702800625998364,0.9088,0.947804480540862,3.048216604188113e-05
122,68,Spelling_mistake,50,SVM,4,0.815,0.7730061349693252,1.0,0.63,0.6781253679066579,0.9094,0.9847319278346618,2.3341863207874457e-07
123,120,Summarization,50,SVM,4,0.775,0.7457627118644068,0.8571428571428571,0.66,0.5651513523856846,0.8746499999999999,0.9755335594323594,1.5221342547933937e-06
124,6,Synonym replacement,50,SVM,4,0.81,0.7654320987654321,1.0,0.62,0.6702800625998364,0.9051,0.9354953314429288,7.003621682809512e-05
